iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
867	261	283	261	340	261	283	340
868	261	283	261	340	261	283	340
869	261	283	261	340	261	283	340
870	261	283	261	340	261	283	340
871	261	283	261	340	261	283	340
872	261	283	261	340	261	283	340
873	261	283	261	340	261	283	340
874	261	283	261	340	261	283	340
875	261	283	261	340	261	283	340
876	261	283	261	340	261	283	340
877	261	282	261	340	261	282	340
878	261	282	261	340	261	282	340
879	261	282	261	340	261	282	340
880	262	283	262	340	262	283	340
881	262	283	262	340	262	283	340
882	262	283	262	340	262	283	340
883	262	283	262	340	262	283	340
884	262	283	262	340	262	283	340
885	263	284	263	340	263	284	340
886	263	284	263	340	263	284	340
887	263	284	263	340	263	284	340
888	263	284	263	340	263	284	340
889	263	284	263	340	263	284	340
890	263	284	263	340	263	284	340
891	264	285	264	340	264	285	340
892	264	285	264	340	264	285	340
893	264	285	264	340	264	285	340
894	264	285	264	340	264	285	340
895	264	285	264	340	264	285	340
896	263	284	263	340	263	284	340
897	264	285	264	340	264	285	340
898	264	285	264	340	264	285	340
899	264	285	264	340	264	285	340
900	264	285	264	340	264	285	340
901	265	286	265	340	265	286	340
902	265	286	265	340	265	286	340
903	265	286	265	340	265	286	340
904	265	286	265	340	265	286	340
905	265	286	265	340	265	286	340
906	265	286	265	340	265	286	340
907	265	286	265	340	265	286	340
908	265	286	265	340	265	286	340
909	265	286	265	340	265	286	340
910	265	286	265	340	265	286	340
911	265	286	265	340	265	286	340
912	265	286	265	340	265	286	340
913	265	286	265	340	265	286	340
914	265	286	265	340	265	286	340
915	265	286	265	340	265	286	340
916	265	287	265	340	265	287	340
917	265	287	265	340	265	287	340
918	265	287	265	340	265	287	340
919	265	287	265	340	265	287	340
920	265	287	265	340	265	287	340
921	265	287	265	340	265	287	340
922	265	287	265	340	265	287	340
923	265	287	265	340	265	287	340
924	265	287	265	340	265	287	340
925	265	287	265	340	265	287	340
926	265	287	265	340	265	287	340
927	266	288	266	340	266	288	340
928	266	288	266	340	266	288	340
929	266	288	266	340	266	288	340
930	267	289	267	340	267	289	340
931	267	289	267	340	267	289	340
932	267	289	267	340	267	289	340
933	267	289	267	340	267	289	340
934	267	289	267	340	267	289	340
935	267	289	267	340	267	289	340
936	267	289	267	340	267	289	340
937	267	289	267	340	267	289	340
938	268	290	268	340	268	290	340
939	268	290	268	340	268	290	340
940	268	290	268	340	268	290	340
941	268	290	268	340	268	290	340
942	268	290	268	340	268	290	340
943	268	290	268	340	268	290	340
944	268	290	268	340	268	290	340
945	268	290	268	340	268	290	340
946	268	290	268	340	268	290	340
947	268	290	268	340	268	290	340
948	269	291	269	340	269	291	340
949	269	291	269	340	269	291	340
950	269	291	269	340	269	291	340
951	269	291	269	340	269	291	340
952	269	291	269	340	269	291	340
953	269	291	269	340	269	291	340
954	268	290	268	340	268	290	340
955	268	290	268	340	268	290	340
956	268	290	268	340	268	290	340
957	268	290	268	340	268	290	340
958	269	291	269	340	269	291	340
959	269	290	269	340	269	290	340
960	269	290	269	340	269	290	340
961	269	290	269	340	269	290	340
962	269	290	269	340	269	290	340
963	268	289	268	340	268	289	340
964	268	289	268	340	268	289	340
965	268	289	268	340	268	289	340
966	268	289	268	340	268	289	340
967	269	290	269	340	269	290	340
968	269	290	269	340	269	290	340
969	268	289	268	340	268	289	340
970	268	289	268	340	268	289	340
971	268	288	268	340	268	288	340
972	268	289	268	340	268	289	340
973	268	289	268	340	268	289	340
974	268	288	268	340	268	288	340
975	268	288	268	340	268	288	340
976	268	288	268	340	268	288	340
977	268	288	268	340	268	288	340
978	268	288	268	340	268	288	340
979	268	288	268	340	268	288	340
980	268	288	268	340	268	288	340
981	268	289	268	340	268	289	340
982	268	289	268	340	268	289	340
983	268	289	268	340	268	289	340
984	268	289	268	340	268	289	340
985	268	289	268	340	268	289	340
986	268	289	268	340	268	289	340
987	268	288	268	340	268	288	340
988	268	289	268	340	268	289	340
989	268	289	268	340	268	289	340
990	268	289	268	340	268	289	340
991	268	289	268	340	268	289	340
992	269	290	269	340	269	290	340
993	270	291	270	340	270	291	340
994	270	291	270	340	270	291	340
995	270	291	270	340	270	291	340
996	270	291	270	340	270	291	340
997	270	291	270	340	270	291	340
998	270	291	270	340	270	291	340
999	269	290	269	340	269	290	340
